mu_DM,sigma_DM,alpha,A
1.293103448275862100e+01,4.010344827586206362e-01,1.948717948717948734e-01,4.961540503129231006e+00
1.293103448275862100e+01,4.010344827586206362e-01,1.974358974358974561e-01,4.998191894667961321e+00
1.293103448275862100e+01,4.010344827586206362e-01,2.000000000000000111e-01,5.035239017339131706e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.000000000000000056e-01,3.829788767357201973e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.025641025641025744e-01,3.858046023964962767e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.051282051282051294e-01,3.886542929246098232e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.076923076923076983e-01,3.915241219181710974e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.102564102564102672e-01,3.944260277580845298e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.128205128205128221e-01,3.973478171055047969e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.153846153846153910e-01,4.002798136451258593e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.179487179487179460e-01,4.032493055717506714e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.205128205128205149e-01,4.062958150410113767e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.230769230769230838e-01,4.093917920282387435e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.256410256410256387e-01,4.124891892972793350e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.282051282051282215e-01,4.155683510188397101e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.307692307692307765e-01,4.186255273248081998e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.333333333333333315e-01,4.216384263421475431e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.358974358974359142e-01,4.246172344118818387e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.384615384615384692e-01,4.276215258017193044e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.410256410256410242e-01,4.306797776705118430e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.435897435897435792e-01,4.337859044441551681e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.461538461538461620e-01,4.369406460541575221e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.487179487179487170e-01,4.401511695644731326e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.512820512820512997e-01,4.433953409022037384e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.538461538461538547e-01,4.466627736645314428e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.564102564102564097e-01,4.499654955398632694e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.589743589743589647e-01,4.532985425135294122e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.615384615384615474e-01,4.566497000193159295e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.641025641025641024e-01,4.600186973811180025e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.666666666666666852e-01,4.634331548762438580e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.692307692307692402e-01,4.669099672104473520e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.717948717948717952e-01,4.704095583614101628e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.743589743589743501e-01,4.738897885972508384e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.769230769230769329e-01,4.773338289039566362e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.794871794871794879e-01,4.807483702837001438e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.820512820512820706e-01,4.841581417572438539e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.846153846153846256e-01,4.875825578195894572e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.871794871794871806e-01,4.910484552663682223e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.897435897435897356e-01,4.945642611381850351e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.923076923076923184e-01,4.981314148564825572e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.948717948717948734e-01,5.017568178247511668e+00
1.293103448275862100e+01,4.079310344827585810e-01,1.974358974358974561e-01,5.054317066689078430e+00
1.293103448275862100e+01,4.079310344827585810e-01,2.000000000000000111e-01,5.091477442933112663e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.000000000000000056e-01,3.885464734011947474e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.025641025641025744e-01,3.913825179713102287e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.051282051282051294e-01,3.942416073783391095e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.076923076923076983e-01,3.971196300047100447e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.102564102564102672e-01,4.000299683701582509e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.128205128205128221e-01,4.029608690002665305e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.153846153846153910e-01,4.059030404108844081e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.179487179487179460e-01,4.088824660059428240e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.205128205128205149e-01,4.119383203742851052e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.230769230769230838e-01,4.150428732974591917e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.256410256410256387e-01,4.181487159916188467e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.282051282051282215e-01,4.212363822799601643e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.307692307692307765e-01,4.243031471970390101e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.333333333333333315e-01,4.273263545424383913e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.358974358974359142e-01,4.303154435875973682e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.384615384615384692e-01,4.333305785272224320e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.410256410256410242e-01,4.363999210441107834e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.435897435897435792e-01,4.395174461317747472e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.461538461538461620e-01,4.426838390345007923e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.487179487179487170e-01,4.459067814332957624e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.512820512820512997e-01,4.491629136463838101e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.538461538461538547e-01,4.524409873211705069e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.564102564102564097e-01,4.557548641108260412e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.589743589743589647e-01,4.590997139572742469e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.615384615384615474e-01,4.624627012365516876e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.641025641025641024e-01,4.658432700025033846e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.666666666666666852e-01,4.692682230318995451e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.692307692307692402e-01,4.727541257216601345e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.717948717948717952e-01,4.762614953641839399e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.743589743589743501e-01,4.797496077440331241e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.769230769230769329e-01,4.832020348300760659e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.794871794871794879e-01,4.866249734500834201e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.820512820512820706e-01,4.900443893512426818e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.846153846153846256e-01,4.934792487398646621e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.871794871794871806e-01,4.969550776529897185e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.897435897435897356e-01,5.004797677683241020e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.923076923076923184e-01,5.040558230030816489e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.948717948717948734e-01,5.076907601594921715e+00
1.293103448275862100e+01,4.148275862068965258e-01,1.974358974358974561e-01,5.113758869385047312e+00
1.293103448275862100e+01,4.148275862068965258e-01,2.000000000000000111e-01,5.151037193722832086e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.000000000000000056e-01,3.944424221093571603e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.025641025641025744e-01,3.972891839001784664e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.051282051282051294e-01,4.001580999422362339e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.076923076923076983e-01,4.030447276216576391e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.102564102564102672e-01,4.059639196634013736e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.128205128205128221e-01,4.089043262958687031e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.153846153846153910e-01,4.118570306801747627e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.179487179487179460e-01,4.148467082394625471e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.205128205128205149e-01,4.179122645870283037e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.230769230769230838e-01,4.210257614573101215e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.256410256410256387e-01,4.241404080940680110e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.282051282051282215e-01,4.272369339979611880e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.307692307692307765e-01,4.303136804247466252e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.333333333333333315e-01,4.333475754491997733e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.358974358974359142e-01,4.363473017971896795e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.384615384615384692e-01,4.393736813016639431e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.410256410256410242e-01,4.424545301759707172e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.435897435897435792e-01,4.455838657861344920e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.461538461538461620e-01,4.487622592680305722e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.487179487179487170e-01,4.519979824452263095e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.512820512820512997e-01,4.552664624961407114e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.538461538461538547e-01,4.585555454060682656e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.564102564102564097e-01,4.618809994872187019e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.589743589743589647e-01,4.652381137514316478e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.615384615384615474e-01,4.686133889353458315e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.641025641025641024e-01,4.720059741297811584e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.666666666666666852e-01,4.754418415355650573e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.692307692307692402e-01,4.789372521552459183e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.717948717948717952e-01,4.824527854038637820e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.743589743589743501e-01,4.859491349697150575e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.769230769230769329e-01,4.894103097348686759e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.794871794871794879e-01,4.928420352860141129e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.820512820512820706e-01,4.962715937802174793e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.846153846153846256e-01,4.997174603390150516e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.871794871794871806e-01,5.032037923999125972e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.897435897435897356e-01,5.067379277428524453e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.923076923076923184e-01,5.103234467573179778e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.948717948717948734e-01,5.139684512706100605e+00
1.293103448275862100e+01,4.217241379310344707e-01,1.974358974358974561e-01,5.176642979686269186e+00
1.293103448275862100e+01,4.217241379310344707e-01,2.000000000000000111e-01,5.214043889725866521e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.000000000000000056e-01,4.006797534730060839e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.025641025641025744e-01,4.035376216514886316e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.051282051282051294e-01,4.064167836383704824e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.076923076923076983e-01,4.093124211364366438e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.102564102564102672e-01,4.122408818975509703e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.128205128205128221e-01,4.151911837742701117e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.153846153846153910e-01,4.181547733150793533e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.179487179487179460e-01,4.211550151186981061e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.205128205128205149e-01,4.242306237799590818e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.230769230769230838e-01,4.273534266061250975e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.256410256410256387e-01,4.304772316621439998e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.282051282051282215e-01,4.335829698997680559e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.307692307692307765e-01,4.366700878269398345e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.333333333333333315e-01,4.397150452410518717e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.358974358974359142e-01,4.427257599296683388e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.384615384615384692e-01,4.457637790699954472e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.410256410256410242e-01,4.488565438384172879e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.435897435897435792e-01,4.519980983335001312e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.461538461538461620e-01,4.551888378908629740e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.487179487179487170e-01,4.584376982551579438e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.512820512820512997e-01,4.617189068506494465e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.538461538461538547e-01,4.650193604271375847e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.564102564102564097e-01,4.683568034474799191e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.589743589743589647e-01,4.717266311122282119e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.615384615384615474e-01,4.751146419437406010e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.641025641025641024e-01,4.785196799898471021e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.666666666666666852e-01,4.819668748317949891e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.692307692307692402e-01,4.854722098490138471e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.717948717948717952e-01,4.889962934644714210e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.743589743589743501e-01,4.925012352241475710e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.769230769230769329e-01,4.959715181348284929e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.794871794871794879e-01,4.994124212741956725e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.820512820512820706e-01,5.028526192329253242e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.846153846153846256e-01,5.063100509778776903e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.871794871794871806e-01,5.098074496372220210e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.897435897435897356e-01,5.133515823368212772e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.923076923076923184e-01,5.169471187370499266e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.948717948717948734e-01,5.206027160232837403e+00
1.293103448275862100e+01,4.286206896551724155e-01,1.974358974358974561e-01,5.243097578539436476e+00
1.293103448275862100e+01,4.286206896551724155e-01,2.000000000000000111e-01,5.280625647542859014e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.000000000000000056e-01,4.072717067015129366e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.025641025641025744e-01,4.101410610296597703e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.051282051282051294e-01,4.130308794685814355e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.076923076923076983e-01,4.159359244659867727e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.102564102564102672e-01,4.188740622462971075e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.128205128205128221e-01,4.218346425080162554e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.153846153846153910e-01,4.248094630662014204e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.179487179487179460e-01,4.278205752496739400e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.205128205128205149e-01,4.309065795335624394e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.230769230769230838e-01,4.340390439937178435e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.256410256410256387e-01,4.371723576108982101e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.282051282051282215e-01,4.402876581170739989e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.307692307692307765e-01,4.433855340200270057e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.333333333333333315e-01,4.464419235192909952e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.358974358974359142e-01,4.494639721694043466e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.384615384615384692e-01,4.525140197386740226e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.410256410256410242e-01,4.556191032076678304e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.435897435897435792e-01,4.587732803325835995e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.461538461538461620e-01,4.619767070974238443e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.487179487179487170e-01,4.652390549950361276e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.512820512820512997e-01,4.685333661048195708e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.538461538461538547e-01,4.718455447567910355e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.564102564102564097e-01,4.751953774622124094e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.589743589743589647e-01,4.785783546630591800e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.615384615384615474e-01,4.819795382556645968e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.641025641025641024e-01,4.853974565280609887e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.666666666666666852e-01,4.888563854183066049e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.692307692307692402e-01,4.923720592734316170e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.717948717948717952e-01,4.959050807785058801e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.743589743589743501e-01,4.994189691253168029e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.769230769230769329e-01,5.028987196986773434e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.794871794871794879e-01,5.063491912790473393e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.820512820512820706e-01,5.098005231561183237e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.846153846153846256e-01,5.132700711905591184e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.871794871794871806e-01,5.167790909196687821e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.897435897435897356e-01,5.203337637499816815e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.923076923076923184e-01,5.239398619643651500e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.948717948717948734e-01,5.276065692558718823e+00
1.293103448275862100e+01,4.355172413793103048e-01,1.974358974358974561e-01,5.313252741755453812e+00
1.293103448275862100e+01,4.355172413793103048e-01,2.000000000000000111e-01,5.350912471762420353e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.000000000000000056e-01,4.142316590657260988e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.025641025641025744e-01,4.171128696558450422e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.051282051282051294e-01,4.200137459095689252e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.076923076923076983e-01,4.229285885900011976e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.102564102564102672e-01,4.258768043566322881e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.128205128205128221e-01,4.288480394588368938e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.153846153846153910e-01,4.318344301856948952e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.179487179487179460e-01,4.348567126036998687e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.205128205128205149e-01,4.379534485253372189e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.230769230769230838e-01,4.410959236483249057e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.256410256410256387e-01,4.442390913351571768e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.282051282051282215e-01,4.473643007918432168e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.307692307692307765e-01,4.504733170144136878e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.333333333333333315e-01,4.535415028941200966e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.358974358974359142e-01,4.565752255638717116e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.384615384615384692e-01,4.596376837442933017e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.410256410256410242e-01,4.627554814536639860e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.435897435897435792e-01,4.659226795892521977e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.461538461538461620e-01,4.691391297784713643e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.487179487179487170e-01,4.724153089373499981e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.512820512820512997e-01,4.757230893245119496e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.538461538461538547e-01,4.790473402825842442e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.564102564102564097e-01,4.824099523559039149e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.589743589743589647e-01,4.858065021280046025e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.615384615384615474e-01,4.892212847320450919e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.641025641025641024e-01,4.926525011314167202e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.666666666666666852e-01,4.961235636156097861e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.692307692307692402e-01,4.996499878426885033e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.717948717948717952e-01,5.031923346450012602e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.743589743589743501e-01,5.067155227787538685e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.769230769230769329e-01,5.102050990683198783e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.794871794871794879e-01,5.136655293654253995e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.820512820512820706e-01,5.171284861055343463e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.846153846153846256e-01,5.206106935857094165e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.871794871794871806e-01,5.241318791533001509e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.897435897435897356e-01,5.276976250441254734e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.923076923076923184e-01,5.313148198050880566e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.948717948717948734e-01,5.349931457189450512e+00
1.293103448275862100e+01,4.424137931034482496e-01,1.974358974358974561e-01,5.387239739526229698e+00
1.293103448275862100e+01,4.424137931034482496e-01,2.000000000000000111e-01,5.425035554918006930e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.000000000000000056e-01,4.215730479585730883e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.025641025641025744e-01,4.244664750363801531e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.051282051282051294e-01,4.273788009881710259e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.076923076923076983e-01,4.303038236368168512e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.102564102564102672e-01,4.332625104719820541e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.128205128205128221e-01,4.362447696322756308e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.153846153846153910e-01,4.392430625895157981e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.179487179487179460e-01,4.422768086648131813e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.205128205128205149e-01,4.453846046810178372e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.230769230769230838e-01,4.485374325310549359e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.256410256410256387e-01,4.516907948533935624e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.282051282051282215e-01,4.548262562020037869e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.307692307692307765e-01,4.579467903309409671e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.333333333333333315e-01,4.610271310875073247e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.358974358974359142e-01,4.640728621008920918e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.384615384615384692e-01,4.671481061237048316e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.410256410256410242e-01,4.702790058242858784e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.435897435897435792e-01,4.734596172602983266e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.461538461538461620e-01,4.766894216408168461e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.487179487179487170e-01,4.799797686346529701e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.512820512820512997e-01,4.833013773937742563e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.538461538461538547e-01,4.866380405247024754e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.564102564102564097e-01,4.900138104267385941e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.589743589743589647e-01,4.934243424743380402e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.615384615384615474e-01,4.968531392428203297e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.641025641025641024e-01,5.002980617852408329e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.666666666666666852e-01,5.037816497611003363e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.692307692307692402e-01,5.073192321430851415e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.717948717948717952e-01,5.108712906615192395e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.743589743589743501e-01,5.144041300046701792e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.769230769230769329e-01,5.179038880802784739e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.794871794871794879e-01,5.213746660153049106e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.820512820512820706e-01,5.248497339923594573e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.846153846153846256e-01,5.283451351389112816e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.871794871794871806e-01,5.318790209079168996e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.897435897435897356e-01,5.354563624599236960e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.923076923076923184e-01,5.390851782832775996e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.948717948717948734e-01,5.427756223818030357e+00
1.293103448275862100e+01,4.493103448275861389e-01,1.974358974358974561e-01,5.465190259534546513e+00
1.293103448275862100e+01,4.493103448275861389e-01,2.000000000000000111e-01,5.503126500942225441e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.000000000000000056e-01,4.293092870602647437e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.025641025641025744e-01,4.322152807300577493e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.051282051282051294e-01,4.351394384502313528e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.076923076923076983e-01,4.380750150575546620e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.102564102564102672e-01,4.410445576365214393e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.128205128205128221e-01,4.440382023073754958e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.153846153846153910e-01,4.470487220900385417e+00
1.293103448275862100e+01,4.562068965517240837e-01,1.179487179487179460e-01,4.500942186425837654e+00
